id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia
425	Akademiai Kiado Zrt.	30736	186	0.605153565851119
3691	University of Finance and Management in Warsaw	661	4	0.605143721633888
1036	Faculty of Mathematics, Kyushu University	1323	8	0.604686318972033
1880	University of Zagreb, Department of Mathematics	497	3	0.603621730382294
2080	The Japan Society of Tropical Ecology	663	4	0.603318250377074
5642	FahrenHouse	332	2	0.602409638554217
5107	Allergy, Asthma, and Immunology Association of Thailand	166	1	0.602409638554217
10413	International Association for Semiotic Studies (IASS/AIS)	166	1	0.602409638554217
1692	Japanese Society for Food Science and Technology	9183	55	0.598932810628335
3389	Arachnologische Gesellschaft e.v.	668	4	0.598802395209581
3218	The Japanese Society of Nutrition and Dietetics	2673	16	0.598578376356154
2673	European Mathematical Publishing House	11195	67	0.598481464939705
3665	American Journal of Pharmaceutical Education	2680	16	0.597014925373134
2868	Instituto de Salud Carlos III/BNCS/SciELO Espana	14411	86	0.596766359031296
6578	Centro Internacional de Agricultura Tropical	168	1	0.595238095238095
9010	Edutec	168	1	0.595238095238095
3713	Modern Humanities Research Association	3535	21	0.594059405940594
5616	The Japan Statistical Society	337	2	0.593471810089021
1897	Korean Pediatric Society (KAMJE)	1517	9	0.593276203032301
3779	University of Minnesota Press	5577	33	0.591715976331361
3928	Japanese Association of Groundwater Hydrology	1014	6	0.591715976331361
3714	American Epilepsy Society	1353	8	0.591278640059128
2576	Mathematical Society of Japan (JST)	1018	6	0.589390962671906
10299	Museums Victoria	850	5	0.588235294117647
4004	The Academic Society of Japanese Garden	170	1	0.588235294117647
6115	Joint Implant Surgery and Research Foundation	170	1	0.588235294117647
8859	Wageningen Academic Publishers	5290	31	0.586011342155009
4120	Proceedings of the Asia-Pacific Advanced Network	171	1	0.584795321637427
2691	Korean Society of Spine Surgery (KAMJE)	1372	8	0.583090379008746
7398	Celal Bayar University Journal of Social Sciences	172	1	0.581395348837209
2940	Historical Society of English Studies in Japan	690	4	0.579710144927536
2580	AOSIS	24726	143	0.578338590956887
3968	Canadian Geriatrics Society	173	1	0.578034682080925
7919	Instituto de Pesquisa e Estudos Florestais (IPEF)	173	1	0.578034682080925
2308	SLACK, Inc.	25259	146	0.578011797775051
3732	Japan Association for Landscape Ecology	347	2	0.576368876080692
2856	Journal of Graduate Medical Education	1569	9	0.573613766730402
1927	Institute of Information Science, IZUM	524	3	0.572519083969466
2638	AEPress, s.r.o.	2970	17	0.572390572390572
3433	The Academy of Management	34081	195	0.572166309674012
4639	Revista da Biologia, Reitoria da Universidade de Sao Paulo	175	1	0.571428571428571
7395	El Mednifico Journal	175	1	0.571428571428571
3015	Korean Society for Thoracic and Cardiovascular Surgery	878	5	0.569476082004556
4835	The Japanese Association for Infectious Diseases	4919	28	0.569221386460663
6900	Wroclaw Medical University	704	4	0.568181818181818
7597	Brepols Publishers NV	57422	326	0.567726655288914
5815	Medical University Prof. Dr. Paraskev Stoyanov - Varna	882	5	0.566893424036281
3926	Islamic Medical Association of North America	530	3	0.566037735849057
335	Japanese Society for Hygiene	2483	14	0.563834071687475
1078	National Library of Serbia	35317	199	0.563468018234844
3676	Claremont Colleges Library	2486	14	0.563153660498793
386	Japan Endocrine Society	11019	62	0.562664488610582
2918	Edward Elgar Publishing	6047	34	0.562262278815942
6746	AISTI	178	1	0.561797752808989
330	Japanese Circulation Society	11944	67	0.560951105157401
3466	Journal of Central European Agriculture	535	3	0.560747663551402
5427	American College of Gastroenterology	535	3	0.560747663551402
7980	University of Southern Mississippi	1427	8	0.560616678346181
5858	Compuscript, Ltd.	358	2	0.558659217877095
10770	Universitatsverlag Gottingen	538	3	0.557620817843866
7995	European Centre for Disease Control and Prevention (ECDC)	4678	26	0.555793073963232
5808	Aurora Group, s.r.o	11518	64	0.555652022920646
6030	Economists for Peace and Security	180	1	0.555555555555556
2771	Korean Society of Echocardiography (KAMJE)	361	2	0.554016620498615
7830	Journal of Artificial Societies and Social Simulation	361	2	0.554016620498615
2471	AACN Publishing	2890	16	0.553633217993079
4507	IACSIT Press	4887	27	0.552486187845304
3053	International Journal of Medical Education	362	2	0.552486187845304
6914	Canadian Public Health Association	546	3	0.549450549450549
4460	Columbia International Publishing	364	2	0.549450549450549
6411	Universidad Adolfo Ibanez	182	1	0.549450549450549
3367	National Association of Geoscience Teachers	2731	15	0.549249359209081
5012	Faculty of Navigation	365	2	0.547945205479452
1209	Society for Imaging Science & Technology	1826	10	0.547645125958379
6121	Romanian Society of Gastroenterology and Hepatology	366	2	0.546448087431694
8789	Tatar Educational Centre Taglimat, Ltd.	183	1	0.546448087431694
3223	Rubber Division, ACS	7331	40	0.545628154412768
8100	Sistema de Bibliotecas PUCP	367	2	0.544959128065395
7784	National University of Kyiv - Mohyla Academy	184	1	0.543478260869565
8814	Instituto de Investigacion de Recursos Biologicos Alexander von Humboldt (IAVH)	184	1	0.543478260869565
1895	Korean Society for Laboratory Medicine (KAMJE)	1289	7	0.543056633048875
1693	The Marine Acoustics Society of Japan	185	1	0.540540540540541
6103	Korean Society of Cancer Prevention	185	1	0.540540540540541
3871	World Journal of Emergency Medicine	371	2	0.539083557951483
4974	MESTE NGO	371	2	0.539083557951483
1112	American Accounting Association	7445	40	0.537273337810611
3614	Polish Botanical Society	6527	35	0.536234104489046
3138	The Tohoku Geographical Association	2054	11	0.53554040895813
4306	Fundacio per la Universitat Oberta de Catalunya	936	5	0.534188034188034
3853	Japanese Society for Dental Health	1124	6	0.533807829181495
5216	Synatom Research, LLC	1125	6	0.533333333333333
4408	British Hydrological Society	188	1	0.531914893617021
5412	Noble Research Publishers	188	1	0.531914893617021
9811	Universidad Tecnologica de Pereira - UTP	188	1	0.531914893617021
3816	Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA)	2082	11	0.528338136407301
3190	Revista Internacional de Ciencias del Deporte (RICYDE)	379	2	0.527704485488127
9033	Mason Publishing, George Mason University Libraries	380	2	0.526315789473684
4246	Asociacion Nacional de Historia y Antropologia de los Cuidados	190	1	0.526315789473684
6564	Medicine Anthropology Theory	190	1	0.526315789473684
8518	Revista Historia Hoje	190	1	0.526315789473684
9618	National University of Mongolia	190	1	0.526315789473684
2301	Omnia Publisher SL	1332	7	0.525525525525526
4068	National Institute of Standards and Technology (NIST)	24644	129	0.523453984742737
5067	Editorial Universidad de Sevilla	1343	7	0.521221146686523
1190	The Tire Society	576	3	0.520833333333333
6228	Codon Publications	192	1	0.520833333333333
4256	Vytautas Magnus University	579	3	0.518134715025907
3279	Freshwater Biological Association	193	1	0.518134715025907
3435	Centro de Investigaciones Sociologicas	193	1	0.518134715025907
3693	World Agroforestry Centre	193	1	0.518134715025907
6598	Consello da Cultura Galega	193	1	0.518134715025907
2343	Korean Society of Infectious Diseases and Korean Society for Chemotherapy (KAMJE)	581	3	0.516351118760757
2724	Taiwan Association for Aerosol Research	1552	8	0.515463917525773
1337	Soil and Water Conservation Society	970	5	0.515463917525773
5096	Science International Corporation	388	2	0.515463917525773
5623	The Japan Society for Industrial and Applied Mathematics	194	1	0.515463917525773
6260	ThinkLab	194	1	0.515463917525773
5876	Polskie Towarzystwo Technologow Zywnosci Wydawnictwo Naukowe PTTZ	583	3	0.514579759862779
8816	Pomorski Uniwersytet Medyczny w Szczecinie	195	1	0.512820512820513
7603	Academia Koreana	586	3	0.511945392491467
1785	Science Reviews 2000 LTD	5470	28	0.511882998171846
3045	Japan Society of Engineering Geology	1368	7	0.511695906432749
3085	Estonian Association for Applied Linguistics	391	2	0.51150895140665
1354	International Food Policy Research Institute (IFPRI)	588	3	0.510204081632653
8883	CRIFPE	196	1	0.510204081632653
2788	The Nihon University Medical Association	590	3	0.508474576271186
2815	The Sessile Organisms Society of Japan	394	2	0.507614213197969
3580	Canadian Institute of Geomatics	394	2	0.507614213197969
3737	The Korean Society for Vascular Surgery	197	1	0.507614213197969
4210	In Quarto - Editions EMS	197	1	0.507614213197969
4034	UNED - Universidad Nacional de Educacion a Distancia	8502	43	0.505763349800047
3277	Hamad bin Khalifa University Press (HBKU Press)	4157	21	0.505171999037768
10697	York University Libraries	198	1	0.505050505050505
2204	Science Publications	11532	58	0.502948317724592
328	Japan Society of Applied Physics	88753	446	0.502518224736065
5312	Michael Joanna Publications	199	1	0.50251256281407
5735	Korean Association of International Studies	199	1	0.50251256281407
2670	The Korean Society for Microbiology and The Korean Society of Virology (KAMJE)	399	2	0.50125313283208
6961	Sociedade Brasileira de Virologia	200	1	0.5
2015	Japanese Association for Petroleum Engineers	3407	17	0.498972703257998
3776	A. I. Rosu Cultural Scientific Foundation (Fundatia cultural-stiintifica A. I. Rosu)	201	1	0.497512437810945
3374	Dustri-Verlgag Dr. Karl Feistle	11275	56	0.496674057649667
622	Tohoku University Medical Press	10470	52	0.49665711556829
8699	National Institute of Public Health	403	2	0.496277915632754
2473	Sri Lanka Journals Online (JOL)	9484	47	0.495571488823281
7760	VSMU N.N. Burdenko	202	1	0.495049504950495
7762	Facultad Latinoamericana de Ciencias Sociales, Mexico (FLACSO)	202	1	0.495049504950495
3427	Nihon University School of Dentistry at Matsudo Research Institute of Oral Science	406	2	0.492610837438424
2270	Korean Association of Internal Medicine	3457	17	0.491755857680069
2025	The Weed Science Society of Japan	3258	16	0.49109883364027
7281	The Journal of Clinical Pediatric Dentistry	1224	6	0.490196078431373
8681	Primakov Institute of World Economy and International Relations	204	1	0.490196078431373
42	British Editorial Society of Bone & Joint Surgery	18230	89	0.488206253428415
1156	Japanese Society of Periodontology	3073	15	0.488122356003905
2605	Department of Sport Management, University of Peloponnese	205	1	0.487804878048781
4678	Revista Brasileira de Estudos Politicos	205	1	0.487804878048781
2482	The Korean Academy of Prosthodontics (KAMJE)	822	4	0.48661800486618
2542	Chinese Physiological Society	413	2	0.484261501210654
1188	Operative Dentistry	1656	8	0.483091787439613
3121	The Japanese Association of Benthology	623	3	0.481540930979133
5411	International Research Journals	416	2	0.480769230769231
6116	Loyola Marymount University	208	1	0.480769230769231
2692	Revista Latina de Comunicacion Social (RLCS)	1045	5	0.478468899521531
375	Indiana University Mathematics Journal	5227	25	0.478285823608188
2046	Journal of Chinese Integrative Medicine Press	1882	9	0.478214665249734
2954	Korean Cancer Association	1257	6	0.477326968973747
3831	Centers for American Indian and Alaska Native Health	420	2	0.476190476190476
5193	The Society of Korean Medicine	210	1	0.476190476190476
7242	Humanities Perspectives Limited	210	1	0.476190476190476
9379	Bureau of Labor Statistics	210	1	0.476190476190476
3663	Societas Neurologica Japonica	2104	10	0.475285171102662
3148	Instituto Evandro Chagas	1263	6	0.475059382422803
9785	The International Academic Forum (IAFOR)	421	2	0.475059382422803
5144	BraDypUS	633	3	0.4739336492891
964	Japan Association on Odor Environment	422	2	0.4739336492891
2297	Science Alert	48964	232	0.473817498570378
5082	ICHB PAS Poznan Supercomputing and Networking Center	423	2	0.472813238770686
4928	BioProcessing Journal	424	2	0.471698113207547
11028	National Parks Board	212	1	0.471698113207547
4582	Korean Society for Biotechnology and Bioengineering	425	2	0.470588235294118
5709	The Korean Association of Hepato-Biliary-Pancreatic Surgery	213	1	0.469483568075117
5963	National Board for Certified Counselors	213	1	0.469483568075117
3522	Insight Knowledge	429	2	0.466200466200466
2706	The Korean Physiological Society and The Korean Society of Pharmacology (KAMJE)	644	3	0.46583850931677
6039	FSBI SRIGR RAMS	1074	5	0.465549348230913
5239	Institute of Slavic Studies Polish Academy of Sciences	1075	5	0.465116279069767
7406	Fond Oncoprogress	215	1	0.465116279069767
7216	Society for Applied Anthropology	5168	24	0.464396284829721
2621	Instituto de Pesquisas Ambientais em Bacias Hidrograficas (IPABHi)	863	4	0.463499420625724
4612	Canadian Periodical for Community Studies	865	4	0.46242774566474
7920	Instituto Nacional de Salud (Peru)	865	4	0.46242774566474
1826	The Japanese Geotechnical Society	651	3	0.460829493087558
4194	Consortium Erudit	95689	440	0.45982296815726
1518	Japan Pancreas Society	870	4	0.459770114942529
1300	CFA Institute	12193	56	0.459279914705159
8451	O.I.E (World Organisation for Animal Health)	2614	12	0.459066564651875
2657	The Association of Japanese Geographers	6764	31	0.458308693081017
4825	Center for Economic Integration	873	4	0.458190148911798
4521	Universidad Catolica de Temuco	655	3	0.458015267175573
6686	The University of The Bahamas	219	1	0.45662100456621
7683	PiscoMed Publishing Pte Ltd	219	1	0.45662100456621
2652	Harvard University Press	9454	43	0.454833932726888
1528	Japan Society on Water Environment	3079	14	0.454693082169536
4437	Advanced Electromagnetics	221	1	0.452488687782805
5188	Creative Decisions Foundation	221	1	0.452488687782805
4631	Editorial Committee of Japanese Journal of Infectious Diseases, National Institute of Infectious Dis	2433	11	0.452116728318948
7373	Polskie Towarzystwo Ginekologiczne	443	2	0.451467268623025
896	Peeters Publishers	23480	106	0.45144804088586
7818	Academy of Managed Care Pharmacy	1996	9	0.450901803607214
194	Georg Thieme Verlag KG	758063	3414	0.450358347525206
2165	Liverpool University Press	29376	132	0.449346405228758
6592	Instituto Universitario de Lisboa (ISCTE-IUL)	668	3	0.449101796407186
2676	The Korean Surgical Society (KAMJE)	1114	5	0.448833034111311
5033	Purdue University (bepress)	7146	32	0.447802966694654
3312	Japan Science Support Foundation	5361	24	0.447677672076105
349	Japanese Society of Animal Reproduction	3353	15	0.447360572621533
6114	Petrozavodsk State University	1791	8	0.446677833612507
1058	Railway Technical Research Institute	672	3	0.446428571428571
3228	European Space Agency	224	1	0.446428571428571
3861	Research Society of Buddhism and Cultural Heritage	224	1	0.446428571428571
9450	University of Nis	224	1	0.446428571428571
903	Soil Science Society of America	24239	108	0.445562935764677
613	Begell House	33248	148	0.445139557266603
2500	Japanese Society of Environmental Infections	452	2	0.442477876106195
7814	Coventry University, Lanchester Library	226	1	0.442477876106195
897	Japanese Group Dynamics Association	906	4	0.441501103752759
10354	Balai Bahasa Jawa Timur	227	1	0.440528634361234
