id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia 	prefixes
4183	Faculty of Law, Banja Luka University	28	0	0	10.7168
4903	The Kyushu Association of Neuropsychiatry	28	0	0	10.11642
5286	Wyzsza Szkola Gospodarki Euroregionalnej im. Alcide de Gasperi w Jozefowie	28	0	0	10.13166
5526	The City Planning Institute of Japan	28	0	0	10.14398
6160	University of Natural Resources and Life Sciences BOKU Vienna	28	0	0	10.15504
6573	Ataturk University Journal of the Agricultural Faculty	28	0	0	10.17097
6849	Magyar Aprovad Kozlemenyek	28	0	0	10.17243
8178	Saint Michael College of Caraga	28	0	0	10.18868
8266	Central Institute of Cultural Heritage	28	0	0	10.20292
8540	Faculty of Political Science, University of Zagreb	28	0	0	10.20901
8604	The Institute for Culture, Media and Entertainment Laws	28	0	0	10.20995
8778	Revista Latino-americana de Jornalismo - ANCORA	28	0	0	10.21204
8846	Revista de Governanca Corporativa	28	0	0	10.21434
8996	Nevelestudomany	28	0	0	10.21549
9545	Institute of Natural Science	28	0	0	10.22283
10453	Industrial and Organizational Psychology Association	28	0	0	10.24837
10598	Association of Mexican American Educators Journal	28	0	0	10.24974
11358	Academy of Asian Business (AAB)	28	0	0	10.26816
11606	Muhasebe ve Vergi Uygulamalari Dergisi	28	0	0	10.29067
201448	Politeknik Keuangan Negara STAN	28	0	0	10.31092
260300	Turkish Journal of Engineering	28	0	0	10.31127
11706	Anafora	28	0	0	10.29162
12310	Kyiv National University of Technologies and Design	28	0	0	10.30857
15972	Politeknik Keuangan Negara STAN	28	0	0	10.31092
16017	Turkish Journal of Engineering	28	0	0	10.31127
16195	BioMed Research Publishers	28	0	0	10.31254
4620	Institute for Social Research	27	0	0	10.7826
5662	State University Luhansk Taras Shevchenko National University	27	0	0	10.12958
5769	Japanese Association for Management Systems	27	0	0	10.14790
5997	The Institute of Environmental Studies Daejeon University	27	0	0	10.15336
6376	Korean Journal of Financial Law	27	0	0	10.15692
6693	Korean Isabu Society	27	0	0	10.16897
6697	Health Sciences Library, Creighton University	27	0	0	10.17062
6917	Arc Medieval Press, Medieval Institute Publications (Western Michigan University)	27	0	0	10.17302
7115	Asian Scientific Publishers	27	0	0	10.17571
7154	Magyar Vizivad Kozlemenyek	27	0	0	10.17242
7397	Korean Ancient Historical Society	27	0	0	10.18040
7418	Pan American Journal of Medical Thermology	27	0	0	10.18073
7552	Revista de Educomunicacao Ambiental	27	0	0	10.18248
8485	Clio Arqueologica	27	0	0	10.20891
8601	The Korean Association for Survey Research	27	0	0	10.20997
8615	Portuguese Association of Nutritionists	27	0	0	10.21011
8767	Korea Photovoltaic Society	27	0	0	10.21218
9086	Sociedade Portuguesa de Psicologia	27	0	0	10.21631
9133	FSBEIHE North Caucasian Institute of Mining and Metallurgy (STU)	27	0	0	10.21177
9277	Poly-Hybrid Forensic Consult	27	0	0	10.21816
9415	Aspect-Oriented Software Association (AOSA)	27	0	0	10.22152
9673	Family Practice and Palliative Care	27	0	0	10.22391
9755	The Institute of Clinical Bioethics at Saint Joseph's University	27	0	0	10.22461
9872	Centro Internacional Virtual de Investigacion en Nutricion (CIVIN)	27	0	0	10.22585
10193	Magyar Kemiai Folyoirat	27	0	0	10.24100
10200	Global China Institute	27	0	0	10.24103
10473	Portuguese Geotechnical Society	27	0	0	10.24849
10474	UNTAG Semarang	27	0	0	10.24856
10582	Korean Association for Housing Policy Studies	27	0	0	10.24957
10677	IPO Academy of Production Engineering Sciences and Practice	27	0	0	10.25065
10694	Retratos de Assentamentos	27	0	0	10.25059
10702	The Business and Vocational Foreign Languages Teachers National Association	27	0	0	10.25076
11002	Ottoman Journal of Tourism and Management Research	27	0	0	10.26465
11017	Association of Teachers and Researchers in Asia (ATERA)	27	0	0	10.26484
11212	Turk Turizm Arastirmalari Dergisi	27	0	0	10.26677
11308	Zeetarz Publishing	27	0	0	10.26762
11398	Korean Academy of Management	27	0	0	10.26856
11579	Micropaleontology Press	27	0	0	10.29041
11701	InterCambios	27	0	0	10.29156
11794	Sinirsiz Egitim ve Arastirma Dergisi	27	0	0	10.29250
11971	Mutefekkir	27	0	0	10.30523
12056	Universitas Pattimura	27	0	0	10.30598
12218	Dil ve Edebiyat Arastirmalari Dergisi	27	0	0	10.30767
12056	Universitas Pattimura	27	0	0	10.30598
12176	International Journal of Chemical and Physical Sciences (IJCPS)	27	0	0	10.30731
11971	Mutefekkir	27	0	0	10.30523
12319	Al Hidayah Press	27	0	0	10.30868
9605	JACSOnline Group Publisher	27	0	0	10.22341
12233	Mimarlik Bilimleri ve Uygulamalari Dergisi	27	0	0	10.30785
15147	NATO Strategic Communications Centre of Excellence	27	0	0	10.30966
4901	Research Institute for Economics and Business Administration - Kobe University	26	0	0	10.11640
5294	Revista Desarrollo y Sociedad	26	0	0	10.13043
7668	Bratsk State University	26	0	0	10.18324
8254	Revista Esferas Interprogramas de Pos-graduacao em Comunicacao do Centro-Oeste	26	0	0	10.19174
8317	Revista de Teologia e Ciencias da Religiao da UNICAP	26	0	0	10.20400
8363	Korean Society of Pressure Vessels and Piping	26	0	0	10.20466
8740	Instituto Federal Catarinense	26	0	0	10.21166
8851	Societe de Philosophie des Sciences	26	0	0	10.20416
8991	Revista da Escola de Guerra Naval	26	0	0	10.21544
9569	Edicions UIB	26	0	0	10.22307
9701	Instituto de Cultura Tecnica Sociedade Civil Ltda	26	0	0	10.22408
9952	Revista Com a Palavra o Professor	26	0	0	10.23864
9962	Acharya Bangalore B School	26	0	0	10.23874
9988	Revista Politicas Publicas e Cidades	26	0	0	10.23900
10034	Korean Silhak Society	26	0	0	10.23945
10098	Journal of Management Economics Literature Islamic and Political Science	26	0	0	10.24013
10309	FUAM (Fundacioon Universidad Autonoma de Madrid)	26	0	0	10.24217
10335	Library Juice Press	26	0	0	10.24242
10414	Consejo Regional III Lima Metropolitana	26	0	0	10.24314
10588	Asosiasi Agroindustri Indonesia (AGRIN)	26	0	0	10.24961
10611	Universidade Estadual de Roraima	26	0	0	10.24979
10863	The Korea Association of Primary English Education	26	0	0	10.25231
11049	Yeni Turk Edebiyati Arastirmalari	26	0	0	10.26517
11173	Wydawnictwo Czelej Sp. z o.o.	26	0	0	10.26625
11218	Anatolian Bryology	26	0	0	10.26672
11377	Kocaeli Universitesi Mimarlik ve Yasam Dergisi	26	0	0	10.26835
11441	SFSCA RAS	26	0	0	10.26898
11520	Canakkale Onsekiz Mart Universitesi Fen Bilimleri Enstitusu Dergisi	26	0	0	10.28979
11611	College of Veterinary Medicine	26	0	0	10.29079
11895	Sociedad Mexicana de Historia de la Educacion AC	26	0	0	10.29351
12065	Fakultas Kesehatan Masyarakat Universitas Hasanuddin	26	0	0	10.30597
12233	Mimarlik Bilimleri ve Uygulamalari Dergisi	26	0	0	10.30785
12331	Politeknik Kesehatan Kemenkes Aceh	26	0	0	10.30867
12025	Global Journal of Oral Science	26	0	0	10.30576
12065	Fakultas Kesehatan Masyarakat Universitas Hasanuddin	26	0	0	10.30597
12331	Politeknik Kesehatan Kemenkes Aceh	26	0	0	10.30867
26571	Language Education Institute, Seoul National University	26	0	0	10.30961
16048	Language Education Institute, Seoul National University	26	0	0	10.30961
16203	Vlast	26	0	0	10.31171
4162	Senologic International Society	25	0	0	10.7170
5040	Centre for Advancement in Inclusive and Special Education	25	0	0	10.12796
5895	Pan-American Association of Ophthalmology	25	0	0	10.15234
6136	Journal of Ecophysiology and Occupational Health	25	0	0	10.15512
7180	United States Sports Academy	25	0	0	10.17682
7407	Kafkas University Journal of Economics and Administrative Sciences	25	0	0	10.18025
8056	Oscar M. Lopez for Climate Change Adaptation and Disaster Risk Management Foundation, Inc.	25	0	0	10.18783
8758	Asociatia Geograhia Technica	25	0	0	10.21163
9204	National Centre of Excellence in Analytical Chemistry	25	0	0	10.21743
9547	Ethnoscientia	25	0	0	10.22276
9824	Edward Bernays College of Communication Management	25	0	0	10.22522
9840	The Convergence Tourism Contents Society	25	0	0	10.22556
10227	Asociacion Espanola de Investigacion de la Comunicacion (AE-IC)	25	0	0	10.24137
10320	The Institute of Korean Language and Literature in Chonnam National University	25	0	0	10.24227
10358	E-Discovery Publication	25	0	0	10.24262
10406	Korea Academy of Mental Health Social Work	25	0	0	10.24301
10435	The Korean Society of Sports Physical Therapy	25	0	0	10.24332
10668	Signum	25	0	0	10.25033
10819	Centro Universitario Autonomo do Brasil	25	0	0	10.25192
10830	Iktisadi Idari ve Siyasal Arastirmalar Dergisi	25	0	0	10.25204
10972	M.Gorky Donetsk National Medical University	25	0	0	10.26435
11122	STIKES PKU Muhammadiyah Surakarta	25	0	0	10.26576
11205	Current Thoracic Surgery	25	0	0	10.26663
11464	Newredmars Education Pvt, Ltd.	25	0	0	10.28921
11471	Iztapalapa - Revista de Ciencias Sociales y Humanidades	25	0	0	10.28928
11586	Revista EntreLinguas	25	0	0	10.29051
11601	JERAM : Journal of Education Research in Administration and Management	25	0	0	10.29061
11854	Physico-Technical Society of Kazakhstan	25	0	0	10.29317
12006	Journal of Chemical and Pharmaceutical Sciences	25	0	0	10.30558
12025	Global Journal of Oral Science	25	0	0	10.30576
12052	Universitas Cokroaminoto Palopo	25	0	0	10.30605
12376	International Journal of Public Finance	25	0	0	10.30927
2730	Consortium of Universities for the Advancement of Hydrologic Science, Inc. (CUAHSI)	25	0	0	10.4211
11927	Revista Agronomia Brasileira	25	0	0	10.29372
12179	Humanist Publishing House	25	0	0	10.30727
12094	Sekolah Tinggi Teologi Intheos Surakarta	25	0	0	10.30648
12052	Universitas Cokroaminoto Palopo	25	0	0	10.30605
11902	Polskie Towarzystwo Diagnostyki Technicznej	25	0	0	10.29354
12006	Journal of Chemical and Pharmaceutical Sciences	25	0	0	10.30558
12376	International Journal of Public Finance	25	0	0	10.30927
210277	STKIP Andi Matappa	25	0	0	10.31100
210550	Fakultas Ekonomi dan Bisnis Universitas Islam Malang	25	0	0	10.31106
15971	STKIP Andi Matappa	25	0	0	10.31100
16065	Fakultas Ekonomi dan Bisnis Universitas Islam Malang	25	0	0	10.31106
6270	The Journal of Dental Panacea	24	0	0	10.15636
6403	Revista Brasileira de Quiropraxia - Brazilian Journal of Chiropractic	24	0	0	10.15768
6409	The Society of Korean Language and Literature	24	0	0	10.15711
6613	College of Natural Resources (Royal University of Bhutan)	24	0	0	10.17102
7155	Raizes e Amidos Tropicais/Tropical Roots and Starches	24	0	0	10.17766
7351	Journal of Computer and Education Research	24	0	0	10.18009
7563	Aurora Publishing LLC (UK) Limited	24	0	0	10.18252
7684	Research Publisher Inc.	24	0	0	10.18281
8225	International Journal of Human and Behavioral Science	24	0	0	10.19148
9511	EverScience Publications	24	0	0	10.22247
9863	The Japanese Society of Interventional Radiology	24	0	0	10.22575
9886	Faculty of Education, Harran University	24	0	0	10.22596
9906	Journal of Geospatial Modelling	24	0	0	10.22615
10052	Colloquium - New Philologies	24	0	0	10.23963
10087	Bartin Orman Fakultesi Dergisi	24	0	0	10.24011
10134	Association for Research in Neuroeducation	24	0	0	10.24046
10157	Brazilian Journal of Veterinary Pathology	24	0	0	10.24070
10237	Turk Kutuphaneciligi - Turkish Librarianship	24	0	0	10.24146
10518	Turk Androloji Dernegi	24	0	0	10.24898
10703	University of Kurdistan Hewler	24	0	0	10.25079
10808	Humanidades: Revista de la Univeridad de Montevideo	24	0	0	10.25185
10888	Soil and Environment	24	0	0	10.25252
10979	International Healthcare Research Journal	24	0	0	10.26440
11006	Earth and Planetary Physics	24	0	0	10.26464
11129	Strategic Researches Academy	24	0	0	10.26579
11159	Universidade Autonoma de Lisboa, EdiUal	24	0	0	10.26619
11215	ImpressionsPress	24	0	0	10.26674
11319	Deer Hill Publications	24	0	0	10.26776
11380	International Journal of Engineering and Geoscience	24	0	0	10.26833
11408	Psicologia, Conocimiento y Sociedad	24	0	0	10.26864
11463	Diving and Hyperbaric Medicine Journal	24	0	0	10.28920
11566	Faculdade Aldete Maria Alves	24	0	0	10.29031
11642	Clinical Health Promotion Centre	24	0	0	10.29102
11677	Laurentian University Library	24	0	0	10.28984
11709	PharmaTutor Edu Labs	24	0	0	10.29161
11837	Revista Uruguaya de Cardiologia	24	0	0	10.29277
11840	International Journal of Advanced Science and Engineering(IJASE)	24	0	0	10.29294
12090	STIKES Hang Tuah Surabaya	24	0	0	10.30643
12107	Universitas Serang Raya	24	0	0	10.30656
12135	FSBSI No. Caucasian FSC of Horticulture, Viticulture, and Wine Making	24	0	0	10.30679
12153	Educacao Quimica en Punto de Vista	24	0	0	10.30705
12273	Logos Verlag Berlin	24	0	0	10.30819
12090	STIKES Hang Tuah Surabaya	24	0	0	10.30643
12075	Turkish Academic Research Review	24	0	0	10.30622
12153	Educacao Quimica en Punto de Vista	24	0	0	10.30705
12343	SCEEMP	24	0	0	10.30895
16152	GI KSC RAS	24	0	0	10.31241
4548	Saint Louis University	23	0	0	10.7814
5817	Environmental Biotechnology	23	0	0	10.14799
6060	Indian Medico Journal	23	0	0	10.15401
6108	Korea Academy of Traditional Oncology	23	0	0	10.15432
6172	Journals of Biomedical Presentations Smart Sci Solutions, Inc.	23	0	0	10.15510
6755	Istanbul Universitesi Iletisim Fakultesi Dergisi	23	0	0	10.17064
6879	Institute of Health and Environment	23	0	0	10.17262
7065	Korean Society for Metabolic and Bariatric Surgery	23	0	0	10.17476
7581	Centro de Investigaciones Biologicas del Noroeste (CIBNOR)	23	0	0	10.18242, 10.18846
7759	International Electronic Journal of Environmental Education	23	0	0	10.18497
8641	Dokuz Eylul University Review of the Faculty of Divinity	23	0	0	10.21054
8753	Korean Minimally Invasive Spine Surgery Research Society	23	0	0	10.21182
8766	The Korea Database Society	23	0	0	10.21219
8898	Naklada Slap	23	0	0	10.21465
9294	Plekhanov University of Economics	23	0	0	10.21835
9332	Journal of Franchise Management	23	0	0	10.21871
9406	Institute of International Trade	23	0	0	10.22142
9491	Ohio Counseling Association	23	0	0	10.22229
9555	Revista Fisisenectus	23	0	0	10.22298
9616	Korean Society for Urban History	23	0	0	10.22345
9848	Associacao Nacional de Educacao Catolica - ANEC	23	0	0	10.22560
9930	Sungkyunkwan University School of Medicine	23	0	0	10.23838
9932	Korea Appraisal Society	23	0	0	10.23843
10160	The Korean Association of Practical Arts Education	23	0	0	10.24062
10242	Arcadian Group S.A.	23	0	0	10.24157
10259	Journal of Neurological Sciences (Turkish)	23	0	0	10.24165
10363	Associacao Internacional de Lusitanistas	23	0	0	10.24261
10371	One Central Press	23	0	0	10.24274
10418	Revista Brasileira de Extensao Universitaria	23	0	0	10.24317
10686	The Korean Society for Narrative Education	23	0	0	10.25051
10712	Sociedad Entomologica Argentina	23	0	0	10.25085
10838	Rossijskoe Obschestvo Dermatovenerologov i Kosmetologov	23	0	0	10.25208
11221	International Journal of Innovative Research and Growth	23	0	0	10.26671
11361	Communications in Plant Sciences	23	0	0	10.26814
11488	Universitas Sriwijaya	23	0	0	10.28946
11565	Centro de Investigacion y Desarrollo Profesional - CIDEPRO	23	0	0	10.29018
12074	Dokuz Eyul Universitesi Saglik Bilimleri Enstitusu	23	0	0	10.30621
12088	STMIK Sinar Nusantara Surakarta	23	0	0	10.30646
12273	Logos Verlag Berlin	23	0	0	10.30819
12328	FKIP Universitas Sultan Ageng Tirtayasa	23	0	0	10.30870
15936	Korea Business Association	23	0	0	10.31152
12074	Dokuz Eyul Universitesi Saglik Bilimleri Enstitusu	23	0	0	10.30621
12088	STMIK Sinar Nusantara Surakarta	23	0	0	10.30646
12235	Ekonomi Politika ve  Finanas Arastirmalari  Dergisi	23	0	0	10.30784
12001	Fundacion Miguel Lillo	23	0	0	10.30550
37894	Agropecuaria Cientifica no Semiarido	23	0	0	10.30969
12328	FKIP Universitas Sultan Ageng Tirtayasa	23	0	0	10.30870
12340	SOBEST Associacao Brasileira de Estomaterapia	23	0	0	10.30886
41167	Daghestan Scientific Center of Russian Academy of Science	23	0	0	10.31029
210380	Universitas Islam Madura	23	0	0	10.31102
15978	Agropecuaria Cientifica no Semiarido	23	0	0	10.30969
16003	Universitas Islam Madura	23	0	0	10.31102
16272	Daghestan Scientific Center of Russian Academy of Science	23	0	0	10.31029
2586	Japan Society of Gymnastics for All	22	0	0	10.4107
4864	Korean Society for Indoor Environment	22	0	0	10.11597
5363	InPress Media Group	22	0	0	10.14229
6276	University of Cape Town	22	0	0	10.15641
6764	Society of Onji Studies	22	0	0	10.16900
6967	The Journal of Engineering and Fundamentals	22	0	0	10.17530
7007	Sanat Tasarim Dergisi	22	0	0	10.17490
7251	Felsefelogos	22	0	0	10.17819
7288	Nitte Management Review	22	0	0	10.17493
7359	Alexander Graham Bell Association for the Deaf and Hard of Hearing	22	0	0	10.17955
7757	Journal of Linguistics Research	22	0	0	10.18492
8390	The Association of Korea Counseling Psychology Education Welfare	22	0	0	10.20496
8402	Research Opinions in Animal and Veterinary Sciences	22	0	0	10.20490
9268	The Korea Association of Japanese Education	22	0	0	10.21808
9310	Testneveles, Sport, Tudomany	22	0	0	10.21846
9316	Journal of Health Design	22	0	0	10.21853
9377	Institute of Mathematics, Academia Sinica	22	0	0	10.21915
10008	Jurnal Bina Mulia Hukum	22	0	0	10.23920
10173	Australasian College of Health Service Management	22	0	0	10.24083
10458	Korean Buechner Society	22	0	0	10.24829
10674	Turkish Journal of Diabetes and Obesity	22	0	0	10.25048
10681	Agriprima, Journal of Applied Agricultural Sciences	22	0	0	10.25047
10760	Asociacion Argentina de Cirugia	22	0	0	10.25132
10853	Indonesian Nutrition Association	22	0	0	10.25220
10892	The National University of Ostroh Academy	22	0	0	10.25264
10983	Korea Society of Leisure, Recreation, and Park	22	0	0	10.26446
10985	GP Innovations Pvt. Ltd.	22	0	0	10.26452
11243	Journal of Commerce and Trade (JCT)	22	0	0	10.26703
11552	New York Business Global LLC	22	0	0	10.29020
11564	Alanya Akademik Bakis	22	0	0	10.29023
11621	Faculty of Pharmacy, Mahidol University	22	0	0	10.29090
11693	Revista ECO-Pos	22	0	0	10.29146
11711	Cambridge Encyclopedia of Anthropology	22	0	0	10.29164
11788	Revista Juridica	22	0	0	10.29248
11862	Korean Legal Center	22	0	0	10.29305
11888	Korean Society for Public Health and Medicine	22	0	0	10.29339
11973	College of Education for Pure Sciences Ibn Al-Haitham	22	0	0	10.30526
12145	Revista Eletronica Ludus Scientiae	22	0	0	10.30691
12351	Kotelnikov Institute of Radioengineering and Electronics of Russian Academy of Sciences	22	0	0	10.30898
12276	UIN Sumatera Utara Medan	22	0	0	10.30829
41019	Sosyal Ekonomik Arastirmalar Dergisi	22	0	0	10.30976
12145	Revista Eletronica Ludus Scientiae	22	0	0	10.30691
11994	Faculty of Journalism, Lomonosov Moscow State University	22	0	0	10.30547
11973	College of Education for Pure Sciences Ibn Al-Haitham	22	0	0	10.30526
11954	Uhamka Press	22	0	0	10.29405
11888	Korean Society for Public Health and Medicine	22	0	0	10.29339
12304	Aatseel	22	0	0	10.30851
16064	Sosyal Ekonomik Arastirmalar Dergisi	22	0	0	10.30976
4281	International Institute for Science, Technology and Education	21	0	0	10.7176
5670	Proteopedia	21	0	0	10.14576
6262	Teflin Journal	21	0	0	10.15639
7474	Association for Promotion and Development of Maritime Industries	21	0	0	10.18048
7488	Korea Distribution Association	21	0	0	10.17657
7549	Revista de Ensino de Ciencias e Engenharia	21	0	0	10.18250
7624	National University of Singapore	21	0	0	10.18003
7750	Fundacja Medigent	21	0	0	10.18487
7790	Doctrina, Ltd.	21	0	0	10.18527
8059	The Korean Society of Surgical Metabolism and Nutrition	21	0	0	10.18858
8626	Korea University Peace and Democracy Institute	21	0	0	10.21051
9206	Revista Acta Científica	21	0	0	10.21745
9264	Corporacion Universitaria Americana	21	0	0	10.21803
9351	Korean Association of Government Studies	21	0	0	10.21888
9397	Komunitas Ilmuwan dan Profesional Muslim Indonesia (KIPMI)	21	0	0	10.21924
9435	Revista Intersaberes	21	0	0	10.22169
9444	Nano Advances Publishing Office	21	0	0	10.22180
9475	Journal of Economic and Public Policy	21	0	0	10.22212
9630	IJCERT Publication House	21	0	0	10.22362
9743	National Council for Scientific Research - Lebanon	21	0	0	10.22453
10383	Fund Doctors, Innovations, Science for Children	21	0	0	10.24287
10441	NETSOL: New Trends in Social and Liberal Sciences	21	0	0	10.24819
10468	Faculdade de Engenharia - Universidade do Porto	21	0	0	10.24840
10503	Fincham Press	21	0	0	10.24877
10591	Institute for Russian and Altaic Studies Chungbuk University	21	0	0	10.24958
10695	Korean College of Cosmetic Surgery	21	0	0	10.25056
10834	Journal of Behavior at Work	21	0	0	10.25203
10932	Epiarte, s.l.	21	0	0	10.25293
10953	Asociacion Civil de Estudios Superiores (ACES) Universidad Austra	21	0	0	10.26422
11036	Riphah International University	21	0	0	10.26501
11042	Economic and Social Research Institute	21	0	0	10.26504
11164	United Life Publications	21	0	0	10.26627
11195	COMSATS Institute of Information Technology	21	0	0	10.26652
11203	Societatea Medicala Romana de Educatie Fizica si Sport/(SMREFS)	21	0	0	10.26659
11236	Eastern Kentucky University	21	0	0	10.26681
11341	Setcor Media FZ, LLC	21	0	0	10.26799
11369	Latin American Literary Review	21	0	0	10.26824
11503	Kursor	21	0	0	10.28961
11595	Medical Journal of Western Black Sea	21	0	0	10.29058
11661	Komisi Yudisial	21	0	0	10.29123
11855	Pope John Paul II State School of Higher Education in Biala Podlaska	21	0	0	10.29316
11965	FSPSI SCFHHRP	21	0	0	10.29413
12168	JSC VNIIOENG	21	0	0	10.30713
11855	Pope John Paul II State School of Higher Education in Biala Podlaska	21	0	0	10.29316
11985	The World Academy of Research in Science and Engineering	21	0	0	10.30534
10503	Fincham Press	21	0	0	10.24877
11965	FSPSI SCFHHRP	21	0	0	10.29413
11873	Madras Agricultural Students Union	21	0	0	10.29321
11932	Revista Sem Aspas	21	0	0	10.29373
12084	Society of Petrophysicists and Well Log Analysts (SPWLA)	21	0	0	10.30632
14960	Universitat Pompeu Fabra	21	0	0	10.31009
70070	Zaman University	21	0	0	10.31039
201656	Program Studi di Luar Kampus Utama (PSDKU) UNAIR di Banyuwangi	21	0	0	10.31093
16040	Program Studi di Luar Kampus Utama (PSDKU) UNAIR di Banyuwangi	21	0	0	10.31093
16139	Universitas Buddhi Dharma	21	0	0	10.31253
16254	Zaman University	21	0	0	10.31039
1369	Indiana University Center for Genomics and Bioinformatics (CGB)	20	0	0	10.2506
3292	CO2CRC	20	0	0	10.5341
3800	Japan Association on the Environmental Studies	20	0	0	10.5793
5446	Trends Ahead Scientific Journals	20	0	0	10.14343
5838	Badan Pengembangan dan Pembinaan Bahasa	20	0	0	10.15183
6129	Korean Societ of Medical History	20	0	0	10.15521
7366	International Journal of Information, Communication Technology and Applications	20	0	0	10.17972
7546	Revista Hipertexto	20	0	0	10.18249
8098	Academy for 21st Century Christian Society and Culture	20	0	0	10.19036
8644	Ilustre Colegio de Geologos (ICOG)	20	0	0	10.21028
9075	Office of Research, Innovation and Commercialization, Iqra University	20	0	0	10.21621
9597	International Journal of Anatolia Sport Sciences	20	0	0	10.22326
9855	Jornal de Assistencia Farmaceutica e Farmacoeconomia	20	0	0	10.22563
9963	A.J. Institute of Management	20	0	0	10.23872
10048	Federacion Latinoamericana de Sociedades Científicas de Estudiantes de Medicina (FELSOCEM)	20	0	0	10.23961
10100	Korean Special Education Association for Curriculum and Instruction	20	0	0	10.24005
10123	Department of Theology and Philosophy, UKM	20	0	0	10.24035
10162	Turkish Journal of Reproductive Medicine and Sugery	20	0	0	10.24074
10251	The Korean Society of Nineteenth Century Literature in English	20	0	0	10.24152
10260	International Journal of Applied Research and Technology	20	0	0	10.24163
10415	International Society for Problem-Based Learning	20	0	0	10.24313
10457	Systematic Theology Division Korea Evangelical Theological Society	20	0	0	10.24827
10494	IMLA (Arabic Teacher and Lecturer Association of Indonesia)	20	0	0	10.24865
10669	Claves Revista de Historia	20	0	0	10.25032
10806	Society for Advancement of Wheat and Barley Research	20	0	0	10.25174
10908	Korean Association of Criminal Psychology	20	0	0	10.25277
10930	UIR Press	20	0	0	10.25299
10996	Universidad La Salle, Mexico	20	0	0	10.26457
11000	INNOTEC	20	0	0	10.26461
11098	AM Publications	20	0	0	10.26562
11106	Mersin Universitesi Saglik Bilimleri Dergisi	20	0	0	10.26559
11294	Institutul de Stiinte ale Educatiei (Institute of Educational Sciences)	20	0	0	10.26755
11381	Research Excellence Institute	20	0	0	10.26831
11413	Udako Euskal Unibertsitatea	20	0	0	10.26876
11454	AEDEAN (Asociacion Espanola de Estudios Anglo-Norteamericanos)	20	0	0	10.28914
11470	ABMS - Brazilian Association for Soil Mechanics and Geotechnical Engineering	20	0	0	10.28927
11547	International Foundation of the Future Horizons OU	20	0	0	10.29009
11570	Scholar Publications	20	0	0	10.29032
11650	Polish Rhetoric Society	20	0	0	10.29107
11739	Al-Nahrain Journal for Engineering Sciences	20	0	0	10.29194
11902	Polskie Towarzystwo Diagnostyki Technicznej	20	0	0	10.29354
11927	Revista Agronomia Brasileira	20	0	0	10.29372
12070	Anatolian Journal of Botany	20	0	0	10.30616
12335	Uchitel Publishing House	20	0	0	10.30884
12335	Uchitel Publishing House	20	0	0	10.30884
12186	Chhattisgarh Swami Vivekanand Technical University	20	0	0	10.30732
12070	Anatolian Journal of Botany	20	0	0	10.30616
12050	Poltekkes Kemenkes Pontianak	20	0	0	10.30602
11987	Open Journal of Mathematical Sciences	20	0	0	10.30538
107705	International Journal of Agriculture Environment and Food Sciences	20	0	0	10.31015
16073	International Journal of Agriculture Environment and Food Sciences	20	0	0	10.31015
3558	Revista Neuropsicologia Latinoamericana	19	0	0	10.5579
4086	SIMAI	19	0	0	10.1685
6448	Japanese Association of Cardioangioscopy	19	0	0	10.15791
6634	Erdeszettudomanyi Kozlemenyek	19	0	0	10.17164
7054	International Network for Social Network Analysts	19	0	0	10.17266
7075	ScienceScript, LLC	19	0	0	10.17653
7125	Botanikai Kozlemenyek	19	0	0	10.17716
7886	International Journal of Information Security Engineering	19	0	0	10.18640
8393	East Asia Business Economics Association	19	0	0	10.20498
8748	The Journal of Europe-Middle East Social Sciences Studies	19	0	0	10.21085
8756	FBU SPbFRI	19	0	0	10.21178
9282	Coordinating Research Council, Inc. (CRC)	19	0	0	10.21813
9408	CA: Journal of Cultural Analytics	19	0	0	10.22148
9622	Flinders University Library	19	0	0	10.22356
9671	Marmara Universitesi Spor Bilimleri Dergisi	19	0	0	10.22396
9759	Artvin Coruh Universitesi Uluslararasi Sosyal Bilimler Dergisi	19	0	0	10.22466
9880	Magyar Urologia	19	0	0	10.22591
9907	Centre for Multidisciplinary Research, Innovation and Collaboration (C-MRiC)	19	0	0	10.22619
9987	Marmara Business Review	19	0	0	10.23892
10004	Revdesportiva, LDA	19	0	0	10.23911
10129	ERA's Lucknow Medical College	19	0	0	10.24041
10274	Uluslararasi Tarim ve Yaban Hayati Bilimleri Dergisi	19	0	0	10.24180
10315	Korean Artificial Intelligence	19	0	0	10.24225
10402	The Korean Society of Child Welfare	19	0	0	10.24300
10409	Association of European Schools of Planning (AESOP)	19	0	0	10.24306
10626	Mehmet Akif Ersoy Universitesi Saglik Bilimleri Dergisi	19	0	0	10.24998
10719	Management Education and Research Institute (MERI)	19	0	0	10.25089
10809	Anales de la Facultad de Medicina	19	0	0	10.25184
10955	Rinton Press	19	0	0	10.26421
11032	Revista de Ciencias Sociales	19	0	0	10.26489
11059	Faculty of Teacher Training and Education, Mulawarman University	19	0	0	10.26523
11250	RAME Publishers	19	0	0	10.26706
11386	Iraq Natural History Research Center and Museum	19	0	0	10.26842
11735	Journal of Sustainable Construction Materials and Technologies	19	0	0	10.29187
11851	Institut Agama Islam Negeri (IAIN) Bengkulu	19	0	0	10.29300
12241	STIKES Aisyiyah Surakarta	19	0	0	10.30787
