id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia 	prefixes
9209	American Oil Chemists Society	266	1	0.37593984962406	10.21748
1934	Japanese Association of Inorganic Phosphorus Chemistry	799	3	0.375469336670838	10.3363
3342	The Fukushima Society of Medical Science	267	1	0.374531835205993	10.5387
6805	CIESPAL	267	1	0.374531835205993	10.16921
3780	The Journal of AOAC International	1604	6	0.374064837905237	10.5740
93	Springer Fachmedien Wiesbaden GmbH	12570	47	0.373906125696102	10.1365
4696	The Society of Instrument and Control Engineers	8600	32	0.372093023255814	10.9746
3454	Institute for Condensed Matter Physics	1344	5	0.372023809523809	10.5488
5680	Departamento de Educacao FCT/Unesp	269	1	0.371747211895911	10.14572
533	Society of Physical Therapy Science	5690	21	0.369068541300527	10.1589
2668	The Korean Society of Gastroenterology (KAMJE)	1087	4	0.367985280588776	10.4166
2861	Journal of Gambling Issues	544	2	0.367647058823529	10.4309
1573	European Optical Society	545	2	0.36697247706422	10.2971
1894	Korean Society of Otorhinolaryngology-Head and Neck Surgery	1366	5	0.366032210834553	10.3342
5336	Journal of History School	548	2	0.364963503649635	10.14225
4493	AMS Press, Inc.	274	1	0.364963503649635	10.7756
1848	Chinese Geoscience Union	1371	5	0.364697301239971	10.3319
3233	Journal of Solid Waste Technology and Management	275	1	0.363636363636364	10.5276
5153	Egitim Danismanligi ve Arastirmalari (EDAM)	551	2	0.362976406533575	10.12738
7558	ACCEFYN - Academia Colombiana de Ciencias Exactas, Fisicas y Naturales	276	1	0.36231884057971	10.18257
8249	Federal Center of Theoretical and Applied Sociology of the Russian Academy of Sciences (FCTAS RAS)	276	1	0.36231884057971	10.19181
7654	Towarzystwo Naukowe KUL	1381	5	0.362056480811006	10.18290
945	IWA Publishing	21033	76	0.3613369467028	10.2166
7535	Departamento de Empreendedorismo e Gestao da UFF	277	1	0.36101083032491	10.12712
3984	Immanuel Kant Baltic Federal University	1386	5	0.360750360750361	10.5922
995	Japanese Association of Rural Medicine	3328	12	0.360576923076923	10.2185
3469	Japan Society for Southeast Asian Studies	555	2	0.36036036036036	10.5512
8410	OAE Publishing	834	3	0.359712230215827	10.20517
10448	Imaidea Interactiva, S.L.	281	1	0.355871886120996	10.24129
6601	Stockholm University Press	1129	4	0.354295837023915	10.16993
3489	Japan Atherosclerosis Society	4803	17	0.353945450759942	10.5551
2919	Romanian Society of Legal Medicine	566	2	0.353356890459364	10.4323
5860	Universidad Autonoma de la Ciudad de Mexico	283	1	0.353356890459364	10.15203
4074	Japanese Society of Gout and Nucleic Acid Metabolism	854	3	0.351288056206089	10.6032
4877	Procon, Ltd.	1140	4	0.350877192982456	10.11610
6455	Publishing Centre Naukovedenie	571	2	0.350262697022767	10.15862
2290	Japanese Society of Intensive Care Medicine	2001	7	0.349825087456272	10.3918
1700	Improbable Research Inc.	572	2	0.34965034965035	10.3142
5351	Ediciones Universidad de Salamanca	1146	4	0.349040139616056	10.14201
3649	The Japanese Society of Plant Morphology	287	1	0.348432055749129	10.5685
11723	University of Alberta Libraries	6616	23	0.34764207980653	10.25336, 10.21226, 10.21225, 10.21230, 10.29173, 10.18435, 10.18438, 10.18432, 10.18433, 10.21971, 10.21991, 10.21992, 10.20355, 10.20360, 10.20361, 10.21432, 10.18740, 10.18741, 10.18732, 10.18733
3547	International Association for the Study of Popular Music (IASPM)	288	1	0.347222222222222	10.5429
5891	Australasian Society for Computers in Learning in Tertiary Education	1153	4	0.346921075455334	10.14742
2522	Korean Academy of Women's Health Nursing (KAMJE)	289	1	0.346020761245675	10.4069
4328	The Minerals, Metals and Materials Society	1452	5	0.34435261707989	10.7449
10491	Science Planet Inc.	291	1	0.343642611683849	10.24870
3468	Japanese Society for Plant Cell and Molecular Biology	2038	7	0.343473994111874	10.5511
7617	America Latina en la Historia Economica	584	2	0.342465753424657	10.18232
3942	International Council for Traditional Music	292	1	0.342465753424657	10.5921
5382	Sjournals	292	1	0.342465753424657	10.14196
1399	Japanese Society of Water Treatment Biology	877	3	0.342075256556442	10.2521
8502	Socidrogalcohol	879	3	0.341296928327645	10.20882
1710	American Peanut Research and Education Society	1173	4	0.341005967604433	10.3146
2137	S. Hirzel Verlag	1173	4	0.341005967604433	10.3813
2594	The Korean Association of Immunobiologists (KAMJE)	589	2	0.33955857385399	10.4110
4425	Health and Medical Publishing Group	4125	14	0.339393939393939	10.7196
5758	The Geological Society of Korea	295	1	0.338983050847458	10.14770
8344	State Islamic University (UIN) Mataram	295	1	0.338983050847458	10.20414
3004	XMLArchive	295	1	0.338983050847458	10.3352, 10.5082
5518	Indonesian Center for Animal Research and Development (ICARD)	296	1	0.337837837837838	10.14334
263	Institute of Electrical and Electronics Engineers (IEEE)	3191527	10778	0.337706683979174	10.1109, 10.23919, 10.15325
2563	The Health Care Science Institute	593	2	0.337268128161889	10.4091
3845	Clinics Cardive Publishing	593	2	0.337268128161889	10.5830
4649	Grand Valley State University Libraries	1483	5	0.337154416722859	10.9707, 10.4087
2715	The Human Geographical Society of Japan	2970	10	0.336700336700337	10.4200
3689	Index Copernicus	12796	43	0.336042513285402	10.5604
8987	Mircea cel Batran Naval Academy	298	1	0.335570469798658	10.21279
1295	Japanese Society for Magnetic Resonance in Medicine	597	2	0.33500837520938	10.2463
4122	Hokkaido Sociological Association	299	1	0.334448160535117	10.7129
7722	Slovenska Vzdelavacia a Obstaravacia s.r.o.	299	1	0.334448160535117	10.18355
3253	Association for Applied Psychophysiology and Biofeedback	300	1	0.333333333333333	10.5298
7970	Sociedade de Ensino Superior de Vitoria	302	1	0.33112582781457	10.18759
3032	The Society of Synthetic Organic Chemistry, Japan	8169	27	0.330517811237606	10.5059
2479	Norwegian Medical Association	9994	33	0.330198118871323	10.4045
2494	The Korean Orthopaedic Association (KAMJE)	2125	7	0.329411764705882	10.4055
2722	Sistema de Bibliotecas UACH	1822	6	0.329308452250274	10.4206
8425	University of Science and Technology, Yemen	304	1	0.328947368421053	10.20428
1150	Japan Society for Aeronautical and Space Sciences	6693	22	0.32870162856716	10.2322
5869	Athabasca University Press	1218	4	0.328407224958949	10.19173, 10.15215
6845	The Korean Dental Society of Anesthesiology (KAMJE)	305	1	0.327868852459016	10.17245
77	The Electrochemical Society	71695	235	0.327777390334054	10.1149
322	Chemical Society of Japan	106550	349	0.327545753167527	10.1246
8597	The Chemical Society of Japan	106550	349	0.327545753167527	10.1246, 10.20963
2361	Japan Society of Waste Management Experts	1834	6	0.327153762268266	10.3985
4263	The Association for Regional Agricultural and Forestry Economics	2141	7	0.326950023353573	10.7310
9909	Ottawa Field-Naturalists' Club	1842	6	0.325732899022801	10.22621
7626	Sociedad Geologica Mexicana	922	3	0.325379609544469	10.18268
1522	University of Veterinary and Pharmaceutical Sciences	1846	6	0.325027085590466	10.2754
4262	Sociedad Espanola de Optica	308	1	0.324675324675325	10.7149
6361	Applied Ecology and Environmental Research	925	3	0.324324324324324	10.15666
6902	Universidad EAFIT	309	1	0.323624595469256	10.17230
3176	University Library System, University of Pittsburgh	12999	42	0.323101777059774	10.5195
2636	FB Communication	310	1	0.32258064516129	10.4147
3819	Kowsar Medical Institute	13656	44	0.322202694786175	10.5812
5127	Max Planck Institut fur europaische Rechtsgeschichte	932	3	0.321888412017167	10.12946
3603	Institute of Social Sciences Ivo Pilar	312	1	0.32051282051282	10.5559
5381	Centre of Sociological Research, NGO	938	3	0.319829424307036	10.14254
4873	Universidade de Sao Paulo Sistema Integrado de Bibliotecas - SIBiUSP	40354	129	0.319670912425038	10.11606
2524	The Korean Society of Cardiology (KAMJE)	4382	14	0.319488817891374	10.4070
4653	The Malacological Society of Korea	313	1	0.319488817891374	10.9710
10858	Institute of Vertebrate Biology, Academy of Sciences of the Czech Republic	313	1	0.319488817891374	10.25225
116	Japanese Society of  Mammalian Ova Research	627	2	0.318979266347687	10.1274
5304	Mykolas Romeris University	627	2	0.318979266347687	10.13165
1771	The Phytopathological Society of Japan	4706	15	0.318742031449214	10.3186
1011	Japan Society for Clinical Anesthesia	3765	12	0.318725099601594	10.2199
2717	Civil-Comp, Ltd.	315	1	0.317460317460317	10.4203
2947	Akademi Doktorlar Yayinevi	315	1	0.317460317460317	10.4999
3175	University of Western Ontario, Western Libraries	315	1	0.317460317460317	10.5206
3611	Pro Pharma Communications International	315	1	0.317460317460317	10.5639
4430	Paris Legal Publishers	315	1	0.317460317460317	10.7590
1704	The Japan Geriatrics Society	4731	15	0.317057704502219	10.3143
5673	The Science and Information Organization	3154	10	0.317057704502219	10.14569
4755	The English Linguistic Society of Japan	635	2	0.31496062992126	10.9793
5402	Instituto Politecnico Nacional/Centro de Investigacion en Computacion	319	1	0.313479623824451	10.13053
1029	International Ocean Discovery Program (IODP)	10212	32	0.313356835095965	10.14379, 10.2973, 10.2204
9790	Bureau of Meteorology, Australia	320	1	0.3125	10.22499
6817	Open Access Text Pvt, Ltd.	2242	7	0.312221231043711	10.15761
9208	Universidade do Porto, Faculdade de Letras	321	1	0.311526479750779	10.21747
5645	Oekom Publishers GmbH	2249	7	0.311249444197421	10.14512
3090	Textrum, Ltd.	322	1	0.31055900621118	10.5127
3185	The Korean Gastric Cancer Association (KAMJE)	646	2	0.309597523219814	10.5230
3680	The Mass Spectrometry Society of Japan	2266	7	0.308914386584289	10.5702
4247	Universitat de Valencia	2591	8	0.308761096101891	10.7203
8480	University of Adelaide Press	324	1	0.308641975308642	10.20851
2072	Japanese Coral Reef Society	325	1	0.307692307692308	10.3755
5872	McMaster University Library Press	2282	7	0.306748466257669	10.15173
4555	Sada Institute	981	3	0.305810397553517	10.7816
5133	Asian Pacific Journal of Tropical Medicine Press	1640	5	0.304878048780488	10.12980
30	American Society of Civil Engineers (ASCE)	140332	426	0.303565829604082	10.1061
8651	University of Guelph	1322	4	0.302571860816944	10.21083
1675	Australian Journal of Information Systems	664	2	0.301204819277108	10.3127
9116	Aesthetics Media Services	332	1	0.301204819277108	10.21659
2488	American Helicopter Society	1666	5	0.300120048019208	10.4050
3627	Korean Society of Applied Entomology	668	2	0.29940119760479	10.5656
2321	American Institute of Mathematical Sciences (AIMS)	14395	43	0.298714831538729	10.3934
5337	Institute of Rock Structure and Mechanics, AS CR	335	1	0.298507462686567	10.13168
5421	Postdoc Journal	335	1	0.298507462686567	10.14304
5330	Universidad de Alicante Servicio de Publicaciones	9754	29	0.297313922493336	10.14198
2266	Japanese Neural Network Society	1010	3	0.297029702970297	10.3902
7550	Universidad Castilla la Mancha	337	1	0.29673590504451	10.18239
7950	Institute of Cytology and Genetics, SB RAS	337	1	0.29673590504451	10.18699
558	World Bank	20225	60	0.296662546353523	10.1596, 10.19147
8013	Institute of Education Press	1350	4	0.296296296296296	10.18546
6250	Medical Communications Sp. z.o.o.	1013	3	0.296150049358342	10.15557
2172	Tokyo Journal of Mathematics	1354	4	0.295420974889217	10.3836
5332	Institute of Plant Protection - National Research Institute	339	1	0.294985250737463	10.14199
2740	Korea Ocean Research and Development Institute	679	2	0.294550810014728	10.4217
6607	Sci Forschen, Inc.	679	2	0.294550810014728	10.16966
4781	The Korean Society of Plant Taxonomists	1019	3	0.294406280667321	10.11110
6975	Institute of Mathematical Problems of Biology of RAS (IMPB RAS)	340	1	0.294117647058823	10.17537
6630	Wydawnictwo Naukowe Gabriel Borowski (WNGB)	1023	3	0.293255131964809	10.12911, 10.12913, 10.12912
5316	Avens Publishing Group	682	2	0.293255131964809	10.13188
5643	Russian Public Opinion Research Center	341	1	0.293255131964809	10.14515
7245	Editora e Distribuidora Educacional	341	1	0.293255131964809	10.17921
7825	Revista Biota Amazonia	341	1	0.293255131964809	10.18561
2349	Japanese Society for Lymphoreticular Tissue Research	1366	4	0.292825768667643	10.3960
5004	Faculty of Engineering Diponegoro University	342	1	0.292397660818713	10.12777
2155	International Medical Publisher (Fundacion de Neurociencias)	685	2	0.291970802919708	10.3823
6965	The East Asian Society of Dietary Life	343	1	0.291545189504373	10.17495
865	Psychologia Society	344	1	0.290697674418605	10.2117
6551	The Journal of Turk-Islam World Social Studies	344	1	0.290697674418605	10.16989
1368	National Science Teachers Association (NSTA)	1724	5	0.290023201856148	10.2505
7267	Korean Studies Institute	345	1	0.289855072463768	10.17790
7262	Journal Agriculture and Forestry	346	1	0.289017341040462	10.17707
5520	School of Advanced Study	1738	5	0.287686996547756	10.14296
3723	Institute of Statistical Science	697	2	0.286944045911047	10.5705
7781	Current Science Association	1047	3	0.286532951289398	10.18520
5195	River Publishers	349	1	0.286532951289398	10.13052
5588	The Japan Association for Philosophy of Science	1402	4	0.285306704707561	10.4288
385	International Society of Cytology	5260	15	0.285171102661597	10.1508
5089	Enviro Research Publishers	1407	4	0.284292821606254	10.12944
5570	IUScholarWorks	705	2	0.283687943262411	10.14434
8697	Zant World Press	353	1	0.28328611898017	10.21102
3381	Korean Society of Plant Pathology	1768	5	0.282805429864253	10.5423
3166	Korean Continence Society	708	2	0.282485875706215	10.5213
3564	International Association of Physical Chemists (IAPC)	354	1	0.282485875706215	10.5599
1147	Behaviormetric Society of Japan	1064	3	0.281954887218045	10.2333
3964	Centre for Evaluation in Education and Science (CEON/CEES)	11706	33	0.281906714505382	10.5937
6251	Universidad de Costa Rica	9243	26	0.281293952180028	10.15517
4792	Mendel University Press	2846	8	0.28109627547435	10.11118
7476	IUPUI University Library	712	2	0.280898876404494	10.18060
2958	Business History Society of Japan	1069	3	0.280636108512629	10.5029
2863	International Association for Food Protection	11768	33	0.280421481985044	10.4315
4648	International Oil Spill Conference	3923	11	0.280397654855978	10.7901
4585	The Korean Institute of Resources Recycling	357	1	0.280112044817927	10.7844
7857	Liinc em Revista	715	2	0.27972027972028	10.18617
6579	Universtity of Bergen Library	1073	3	0.279589934762349	10.15845
5943	Croatian Society of Chemical Engineers/HDKI	358	1	0.279329608938547	10.15255
3825	Institute of Geographic Science and Natural Resources Research, Chinese Academy of Sciences	359	1	0.278551532033426	10.5814
10596	International Journal of Transpersonal Studies	360	1	0.277777777777778	10.24972
437	International Heart Journal (Japanese Heart Journal)	6130	17	0.277324632952692	10.1536
3329	Sophia Publishing Group, Inc.	1803	5	0.277315585135885	10.5376
3109	European Journal of Chemistry	722	2	0.277008310249307	10.5155
5073	Japan Veterinary Medical Association	6866	19	0.276725895718031	10.12935
3847	Derm101.com	362	1	0.276243093922652	10.5826
7512	Revista Historia e Cultura	362	1	0.276243093922652	10.18223
7473	Universidad de la Rioja	1815	5	0.275482093663912	10.18172
8963	Penerbit Universiti Sains Malaysia	726	2	0.275482093663912	10.21315
3094	Global Digital Central	363	1	0.275482093663912	10.5098
7753	MYU K.K.	727	2	0.275103163686382	10.18494
901	American Society of Agronomy	40355	111	0.275058852682443	10.2134, 10.4195, 10.3198
8611	AME Publishing Company	11998	33	0.275045840973496	10.21037
4664	Korean Society of Food Science and Technology	728	2	0.274725274725275	10.9721
10150	The Online Learning Consortium	364	1	0.274725274725275	10.24059
2402	The Japanese Forest Society	1460	4	0.273972602739726	10.4005
6066	Editorial Department of Engineering Sciences	365	1	0.273972602739726	10.15302
7636	Policy Studies Organization	365	1	0.273972602739726	10.18278
5551	Defence Scientific Information and Documentation Centre	3287	9	0.273805902038333	10.14429
5280	Horizon Research Publishing Co., Ltd.	2557	7	0.273758310520141	10.13189
7697	Carcinological Society of Japan	732	2	0.273224043715847	10.18353
2101	Duncker & Humblot GmbH	8056	22	0.273088381330685	10.3790
6334	Verlag Holzhausen GmbH	734	2	0.272479564032697	10.15661
7860	The Modern Linguistic Society of Korea	367	1	0.272479564032697	10.18627
7990	Ugol Journal Edition LLC	368	1	0.271739130434783	10.18796
1899	The Korean Society of Radiology (KAMJE)	8839	24	0.271523928046159	10.3348
3486	Canadian Center of Science and Education	35122	95	0.270485735436479	10.5539
4782	Korean Academy of Nursing Administration (KAMJE)	370	1	0.27027027027027	10.11111
2625	American Society of Consultant Pharmacists	1113	3	0.269541778975741	10.4140
2346	Society of Biomechanisms Japan	2227	6	0.269420745397396	10.3951
3407	ScopeMed International Medical Journal Management and Indexing System	13012	35	0.26898247771288	10.5455
3964	Centre for Evaluation in Education and Science (CEON/CEES)	12315	33	0.267965895249695	10.5937
4230	Manchester University Press	10835	29	0.267651130595293	10.7228, 10.7227, 10.9760, 10.7765
6830	eScholarship	375	1	0.266666666666667	10.5070
3685	Association for Natural Language Processing	752	2	0.265957446808511	10.5715
3631	The Korean Society of Weed Science	376	1	0.265957446808511	10.5660
7748	Alkhaer Publications	376	1	0.265957446808511	10.18483
4682	Bioinfo Publications	754	2	0.26525198938992	10.9735
5535	Chungcheong Mathematical Society	377	1	0.26525198938992	10.14403
3403	Japan Health Physics Society	1886	5	0.265111346765642	10.5453
5252	Mediterranean Journal of Humanities	379	1	0.263852242744063	10.13114
3865	Iniciativa Digital Politecnica	760	2	0.263157894736842	10.5821
7097	Paediatrician Publishers LLC	1904	5	0.262605042016807	10.15690
972	Japan Society for Clinical Immunology	3824	10	0.261506276150628	10.2177
4113	The Korea Association of Herbology	383	1	0.261096605744125	10.6116
4697	Japanese Association for Rural Studies	383	1	0.261096605744125	10.9747
5632	Education Policy Analysis Archives	1534	4	0.260756192959583	10.14507
10635	Canadian Society for Clinical Investigation	768	2	0.260416666666667	10.25011
4530	The Korean Society of Medicinal Crop Science	384	1	0.260416666666667	10.7783
2537	Editions NecPlus	1921	5	0.260281103591879	10.4074
2870	Stefan cel Mare University of Suceava	770	2	0.25974025974026	10.4316
4272	Korean Society of Food Culture	385	1	0.25974025974026	10.7318
7093	ITMO University	1544	4	0.259067357512953	10.17586
1363	Japanese Society for Horticultural Science	6182	16	0.258815917178906	10.2503
1595	Tokyo Institute of Technology, Department of Mathematics	2321	6	0.2585092632486	10.2996
5018	Korean Society of International Agriculture	387	1	0.258397932816537	10.12719
8656	African Traditional Herbal Medicine Supporters Initiative (ATHMSI)	388	1	0.257731958762887	10.21010
7191	Russian State Vocational Pedagogical University	779	2	0.256739409499358	10.17853
4045	Boston College University Libraries	2733	7	0.256128796194658	10.6017
2751	Scientific Research Publishing, Inc,	63646	163	0.256104075668542	10.4236
3757	Editorial Committee of Annals of Thoracic and Cardiovascular Surgery	781	2	0.256081946222791	10.5761
629	Mohr Siebeck	9766	25	0.255990169977473	10.1628
3782	Faculdade de Economia, Administracao e Contabilidade	392	1	0.255102040816327	10.5773
7352	Universidade da Coruna	1569	4	0.254939451880178	10.17979
3137	The Polarographic Society of Japan	785	2	0.254777070063694	10.5189
294	Science China Press., Co. Ltd.	19681	50	0.254052131497383	10.1360
1152	Japanese Association for Oral Biology	2363	6	0.253914515446466	10.2330
8181	Research Institute of Brewing and Malting, Plc. (Vyzkumny Ustav Pivovarsky a Sladarsky)	394	1	0.253807106598985	10.18832
3171	Scitepress	27254	69	0.253173846040948	10.5220
3948	GN1 Genesis Network	14281	36	0.252083187451859	10.5935
5258	Nofer Institute of Occupational Medicine	1193	3	0.251466890192791	10.13075
3990	National Council of Teachers of Mathematics	2785	7	0.251346499102334	10.5951
5931	International Seed Testing Association	1196	3	0.250836120401338	10.15258
4444	Instituto Nacional de Salud (Colombia)	2002	5	0.24975024975025	10.7705
5278	Open Access Publishing London	801	2	0.249687890137328	10.13172
6146	Universidad Nacional de Colombia	6031	15	0.248714972641353	10.15446
3628	The Korean Society of Fisheries and Aquatic Science	2018	5	0.247770069375619	10.5657
3008	Weston Medical Publishing	1213	3	0.247320692497939	10.5055
4770	The Korean Society of Food Preservation	810	2	0.246913580246914	10.11002
7993	Inovatus Usluge Ltd.	405	1	0.246913580246914	10.18775
3939	The Vitamin Society of Japan	814	2	0.245700245700246	10.5925
4749	Associacao Brasileira de Psicologia	407	1	0.245700245700246	10.9788
1208	Laser Institute of America	1227	3	0.244498777506112	10.2351
4899	Japanese Society for Surgical Metabolism and Nutrition	409	1	0.244498777506112	10.11638
6445	Fucape Business School	410	1	0.24390243902439	10.15728
4078	Publicaciones DYNA	822	2	0.24330900243309	10.6036
4658	Korean Institute of Landscape Architecture	411	1	0.24330900243309	10.9715
9053	Kemerovo State University	411	1	0.24330900243309	10.21603
3070	The European Union Studies Association - Japan	412	1	0.242718446601942	10.5135
378	Inderscience Publishers	89040	216	0.242587601078167	10.1504
7274	Touch Digital Media, Ltd.	2898	7	0.241545893719807	10.17925
6910	Sociedad Espanola de Patologia Digestiva (SEPD)	414	1	0.241545893719807	10.17235
7312	W.E. Upjohn Institute for Employment Research	1661	4	0.240818783865141	10.17848
6061	Turkish Education Association	416	1	0.240384615384615	10.15390
2811	Galenos Yayinevi	7092	17	0.23970671178793	10.4274
5325	Edith Cowan University	1252	3	0.23961661341853	10.14221
298	Society of Polymer Science, Japan	16747	40	0.238848749029677	10.1295
8352	ARC Publications Pvt Ltd.	1677	4	0.238521168753727	10.20431
2961	American Association for Agricultural Education	1258	3	0.238473767885533	10.5032
6859	Journal of Humanities, Seoul National University	420	1	0.238095238095238	10.17326
5386	Altai State University	2101	5	0.237981913374584	10.14258
5019	Science and Innovation Center	3782	9	0.237969328397673	10.12731
100	Human Kinetics	23176	55	0.237314463237832	10.1123
6118	University of Guanajuato	423	1	0.236406619385343	10.15174
10121	Societe Mathematique de France	5508	13	0.23602033405955	10.24033
2924	Universidade Federal de Santa Catarina (UFSC)	11912	28	0.235057085292142	10.5007
1842	The Japanese Society for Medical Mycology	2138	5	0.233863423760524	10.3314
8700	Fakultas Ekonomi dan Bisnis Universitas Indonesia	428	1	0.233644859813084	10.21002
3527	Croatian Chemical Society	429	1	0.233100233100233	10.5562
4024	Lithuanian Academy of Sciences	2152	5	0.232342007434944	10.6001, 10.3952
7432	International Academy of Science and Higher Education	861	2	0.232288037166086	10.18007
4710	Coastal Engineering Research Council	1728	4	0.231481481481481	10.9753
5137	Korean Society of Exercise Rehabilitation	433	1	0.23094688221709	10.12965
4139	Nucleo de Altos Estudos Amazonicos	436	1	0.229357798165138	10.5801
3936	Japanese Society of Jaw Deformities	874	2	0.22883295194508	10.5927
4721	International College of Surgeons	874	2	0.22883295194508	10.9738
4473	The Costume Culture Association	437	1	0.22883295194508	10.7741
8216	Universidad Nacional de La Pampa	437	1	0.22883295194508	10.19137
8904	OU Scientific Route	437	1	0.22883295194508	10.21303
21	Medical Association of Nippon Medical School	7436	17	0.228617536309844	10.1272
3999	International Phototherapy Association	875	2	0.228571428571429	10.5978
9157	Universidad Nacional Agraria la Molina	438	1	0.228310502283105	10.21704
4255	Our Dermatology Online	879	2	0.227531285551763	10.7241
2941	Japanese Leprosy Association	1762	4	0.227014755959137	10.5025
1387	American Institute of Aeronautics and Astronautics (AIAA)	252151	572	0.226848198103517	10.2514
111	Institute of Organic Chemistry & Biochemistry	20361	46	0.225922105986936	10.1135
1893	Korean Ophthalmological Society (KAMJE)	3993	9	0.225394440270473	10.3341
7204	Russian State Social University	891	2	0.224466891133558	10.17922
4046	Servicio de Publicaciones de la Universidad de Murcia	3120	7	0.224358974358974	10.6018
7412	The Ohio State University Libraries	2229	5	0.224315836698071	10.26818, 10.18061
5008	Health Sciences Research Unit: Nursing	446	1	0.224215246636771	10.12707
436	Japan Society for Occupational Health	9373	21	0.224047796863331	10.1539
4454	International Association for Multidisciplinary Research (IAMURE)	894	2	0.223713646532438	10.7718
574	Korean Institute of Science and Technology Information (KISTI)	447	1	0.223713646532438	10.1633
4384	Scrivener Publishing	447	1	0.223713646532438	10.7569
3083	Kyoto University Library	1345	3	0.223048327137546	10.5134
1519	Japan Society of Hepatology	8522	19	0.222952358601267	10.2957
682	Society of Rheology Japan	1349	3	0.22238695329874	10.1678
1012	Information Processing Society of Japan	1350	3	0.222222222222222	10.2197
7507	North Carolina Institute of Medicine	450	1	0.222222222222222	10.18043
3648	Japanese Society for Physiological Psychology and Psychophysiology	451	1	0.221729490022173	10.5674
5618	Department of Mathematics, Hokkaido University	1354	3	0.221565731166913	10.14492
2732	Canadian Society of Hospital Pharmacists (CSHP)	903	2	0.221483942414175	10.4212
2611	The Korean Society of Pathologists and The Korean Society for Cytopathology	906	2	0.22075055187638	10.4132
3401	Publishing House of Pharmaceutical Care and Research	906	2	0.22075055187638	10.5428
5319	Ateneo de Manila University	907	2	0.220507166482911	10.13185
7870	Universidad Externado de Colombia	907	2	0.220507166482911	10.18601
5167	The Korean Society for Fisheries and Marine Sciences Education	911	2	0.21953896816685	10.13000
1425	EMW Publishing	8213	18	0.219164738828686	10.2528
6181	DiscoverSys, Inc.	914	2	0.218818380743982	10.15562
3140	IBIMA Publishing	1372	3	0.21865889212828	10.5171
4019	Japan Society of Sports Industry	461	1	0.216919739696312	10.5997
5605	Gradevinski Fakultet Subotica/Faculty of Civil Engineering Subotica	461	1	0.216919739696312	10.14415
5147	Hikari, Ltd.	6951	15	0.215796288303841	10.12988
8044	Uniwersytet Lodzki (University of Lodz)	1854	4	0.215749730312837	10.18778
3330	Universidad de Chile	12527	27	0.215534445597509	10.5354
2664	The Kansai Plant Protection Society	1857	4	0.215401184706516	10.4165
2854	Photonics Society of Poland	466	1	0.214592274678112	10.4302
2869	Editora Cubo Multimidia	4199	9	0.214336746844487	10.4322
7353	Non Profit Partnership Polis (Political Studies)	934	2	0.214132762312634	10.17976
7593	Instituto de Investigaciones Dr. Jose Maria Luis Mora	1402	3	0.21398002853067	10.18234
9895	Asia Pacific Academy of Ophthalmology	470	1	0.212765957446808	10.22608
3299	Edorium Journals Pvt. Ltd.	941	2	0.212539851222104	10.5348
2895	African Journals Online (AJOL)	60713	129	0.21247508770774	10.4314
5784	Elmer Press, Inc.	3767	8	0.212370586673746	10.14740
3408	The Japanese Society of Applied Glycoscience	2826	6	0.212314225053079	10.5458
1643	Association for Computational Linguistics (ACL)	19415	41	0.211176925057945	10.3115, 10.18653
2091	Japan Radioisotope Association	6632	14	0.211097708082027	10.3769
11744	Finnish Mycological Society	474	1	0.210970464135021	10.29203
3798	Hong Kong University Press	2861	6	0.209716882209018	10.5790
3706	Business Department, School of Economics, Business & Accounting USP	477	1	0.209643605870021	10.5700
5415	Stavropol State Medical University	477	1	0.209643605870021	10.14300
4837	Entrepreneurship and Sustainability Center	478	1	0.209205020920502	10.9770
3588	Japanese Institute of Landscape Architecture	4319	9	0.208381569807826	10.5632
5236	UNS Solo	1920	4	0.208333333333333	10.13057
2609	The Japan Society of High Pressure Science and Technology	1440	3	0.208333333333333	10.4131
8246	Northumbria University Library	480	1	0.208333333333333	10.19164
9394	Corporacion Colombiana de Investigacion Agropecuaria (Corpoica)	480	1	0.208333333333333	10.21930
2481	The Korean Academy of Tuberculosis and Respiratory Diseases (KAMJE)	2897	6	0.20711080428029	10.4046
7738	Georgia Entomological Society	1936	4	0.206611570247934	10.18474
5183	American Society of Agricultural and Biological Engineers (ASABE)	29533	61	0.206548606643416	10.13031
10451	Badan Penelitian dan Pengembangan Kemdikbud	487	1	0.205338809034908	10.24832
3288	American Society for Enology and Viticulture	488	1	0.204918032786885	10.5344
187	Society of Rheology	3909	8	0.20465592223075	10.1122
4999	Obuda University	489	1	0.204498977505112	10.12700
3613	The Institute for Research and Community Services (LPPM) ITB	1468	3	0.204359673024523	10.5614
971	Japan Neurosurgical Society	7870	16	0.203303684879288	10.2176
3935	The Japanese Association of Educational Psychology	3942	8	0.202942668696093	10.5926
1627	Allerton Press	37485	76	0.202747765772976	10.3103
1294	Meteorological Research Institute, Japan Meteorological Agency	987	2	0.202634245187437	10.2467
9809	Universidad Sergio Arboleda	495	1	0.202020202020202	10.22518
6329	American Research Institute for Policy Development	1982	4	0.201816347124117	10.15640
189	SPIE-Intl Soc Optical Eng	491785	992	0.201714163709751	10.1117
6685	Novosibirsk State Technical University	992	2	0.201612903225806	10.17212
7988	Moscow Regional Research and Clinical Institute (MONIKI)	498	1	0.200803212851406	10.18786
299	Surface Science Society Japan	4988	10	0.200481154771451	10.1380
